return_id,order_id,order_item_id,return_date,return_reason,refund_amount
702352,548773,81691,2024-05-02,Changed Mind,
702353,548775,81693,2025-07-07,Late Delivery,
702354,548800,81731,2024-12-08,Damaged Product,
702355,548800,81732,2024-12-09,Other,
702356,548823,81765,2024-01-30,Changed Mind,
702357,548823,81766,2024-02-04,Changed Mind,
702358,548824,81767,2024-12-11,Damaged Product,
702359,548843,81792,2024-07-19,Quality Issue,
702360,548843,81793,2024-08-01,Quality Issue,
702361,548845,81797,2024-05-03,Wrong Product,
702362,548878,81858,2024-10-01,Quality Issue,
702363,548878,81859,2024-10-08,Damaged Product,
702364,548885,81867,2024-07-30,Quality Issue,
702365,548963,82005,2025-06-12,Changed Mind,
702366,548963,82006,2025-06-16,Changed Mind,
702367,548963,82007,2025-06-27,Damaged Product,
702368,548963,82008,2025-06-17,Quality Issue,
702369,549030,82116,2024-11-02,Changed Mind,
702370,549060,82170,2025-02-23,Changed Mind,
702371,549060,82171,2025-03-07,Damaged Product,
702372,549098,82231,2025-05-19,Damaged Product,
702373,549132,82289,2024-03-14,Changed Mind,
702374,549150,82316,2024-12-27,Wrong Product,
702375,549153,82319,2024-12-19,Changed Mind,
702376,549153,82321,2025-01-02,Damaged Product,
702377,549178,82360,2025-06-16,Damaged Product,
702378,549181,82365,2024-06-10,Changed Mind,
702379,549283,82514,2025-03-28,Changed Mind,
702380,549283,82515,2025-03-22,Quality Issue,
702381,549283,82517,2025-03-24,Other,
702382,549286,82522,2024-07-15,Quality Issue,
702383,549296,82539,2025-07-05,Damaged Product,
702384,549327,82590,2024-02-17,Quality Issue,
702385,549337,82607,2024-09-11,Wrong Product,
702386,549337,82609,2024-09-13,Changed Mind,
702387,549388,82697,2024-06-16,Changed Mind,
702388,549390,82700,2024-04-02,Late Delivery,
702389,549390,82701,2024-04-07,Wrong Product,
702390,549390,82702,2024-04-13,Late Delivery,
702391,549395,82710,2025-06-22,Quality Issue,
702392,549395,82711,2025-06-22,Changed Mind,
702393,549422,82758,2025-07-11,Wrong Product,
702394,549440,82786,2025-03-30,Other,
702395,549448,82804,2024-06-20,Late Delivery,
702396,549448,82805,2024-06-15,Wrong Product,
702397,549503,82895,2024-08-09,Wrong Product,
702398,549543,82962,2024-03-05,Changed Mind,
702399,549555,82979,2024-09-01,Quality Issue,
702400,549555,82980,2024-09-04,Changed Mind,
702401,549563,82994,2025-04-10,Quality Issue,
702402,549563,82995,2025-03-31,Other,
702403,549563,82997,2025-04-11,Wrong Product,
702404,549652,83141,2024-01-18,Wrong Product,
702405,549673,83176,2025-03-13,Damaged Product,
702406,549673,83177,2025-03-03,Quality Issue,
702407,549683,83196,2024-05-18,Wrong Product,
702408,549683,83197,2024-05-14,Changed Mind,
702409,549723,83257,2024-08-11,Quality Issue,
702410,549728,83266,2025-02-06,Late Delivery,
702411,549730,83269,2024-12-04,Changed Mind,
702412,549730,83270,2024-12-02,Quality Issue,
702413,549788,83369,2024-11-19,Quality Issue,
702414,549810,83401,2025-01-13,Quality Issue,
702415,549813,83408,2024-09-04,Quality Issue,
702416,549828,83433,2024-03-14,Wrong Product,
702417,549877,83518,2025-04-23,Damaged Product,
702418,549942,83627,2024-05-13,Damaged Product,
